"","V1","V2","V3","V4","V5","G1","G2","G3","G4","G5","E1","E2","E3","E4","E5","N1","N2","N3","N4","N5","O1","O2","O3","O4","O5"
"1561",2,5,5,4,5,5,5,6,3,2,1,2,4,6,5,3,3,3,3,2,5,3,5,5,2
"1562",1,6,6,6,6,3,6,4,1,1,4,1,5,6,6,2,4,2,1,1,5,1,5,5,5
"1563",1,6,5,5,4,4,2,2,4,2,2,4,4,5,4,1,1,1,1,1,6,2,4,4,2
"1564",1,6,6,6,6,6,6,6,1,1,1,4,6,6,6,6,6,5,1,1,6,1,6,5,3
"1565",1,6,6,6,6,3,5,3,2,2,1,1,5,6,1,5,4,5,5,2,1,4,4,6,5
"1566",1,6,5,6,6,6,5,5,5,2,1,1,5,6,6,1,1,4,5,6,5,2,4,6,2
"1567",5,4,5,6,4,5,6,6,4,5,4,2,5,5,5,6,5,4,4,2,6,4,5,5,2
"1568",2,4,5,4,4,2,2,5,2,4,3,3,2,4,5,3,4,1,1,1,4,2,4,5,2
"1569",1,6,5,6,5,4,4,4,3,4,2,2,3,4,4,2,4,2,1,1,3,4,4,5,2
"1570",6,6,4,6,3,4,6,3,6,5,1,4,6,6,6,6,6,6,6,6,6,6,4,6,1
"1571",3,5,5,6,6,4,6,6,1,1,1,1,5,6,6,4,3,2,3,1,6,1,4,6,4
"1572",3,4,5,5,5,5,4,3,1,1,4,4,4,5,5,4,4,4,1,1,3,5,5,3,2
"1573",4,5,5,4,5,4,5,5,1,2,2,1,5,6,6,4,4,2,2,1,6,2,5,5,4
"1574",5,6,5,6,6,5,5,5,1,1,2,3,5,6,5,2,6,2,2,4,5,4,5,5,4
"1575",5,6,3,6,6,5,6,4,1,2,1,1,6,6,6,3,5,2,2,3,6,6,4,6,2
"1576",5,5,2,5,6,4,3,5,3,3,3,4,4,4,4,2,3,4,3,2,4,5,4,3,3
"1577",6,6,6,6,6,5,5,6,1,3,1,2,5,6,5,5,5,2,4,2,4,4,6,6,3
"1578",1,5,5,6,5,5,4,4,2,3,4,4,5,5,5,1,2,2,2,2,4,3,5,2,4
"1579",3,6,6,6,6,3,6,1,1,3,1,1,6,6,6,6,6,6,1,1,6,1,6,6,1
"1580",1,6,6,6,6,6,5,4,6,4,2,2,5,6,5,2,4,3,4,5,6,5,5,6,1
"1581",1,6,5,6,5,5,5,3,5,4,4,1,4,5,6,4,4,3,5,4,4,5,5,6,1
"1582",2,6,6,4,6,4,5,4,1,1,4,1,5,6,6,1,1,1,1,1,5,2,4,6,2
"1583",5,4,4,3,5,4,4,4,4,5,3,4,4,5,5,3,4,1,3,2,3,1,5,5,2
"1584",1,6,6,5,6,5,4,4,3,2,6,4,5,6,5,4,4,2,3,1,4,6,3,3,6
"1585",2,5,6,6,5,6,6,6,2,1,4,1,5,5,6,5,4,3,3,4,6,2,5,6,5
"1586",2,4,4,6,4,4,5,4,3,2,5,6,1,2,5,3,2,2,4,6,5,5,1,6,3
"1587",5,5,6,5,6,6,5,5,1,3,1,1,6,6,6,2,4,2,2,1,6,1,5,5,2
"1588",3,5,5,6,6,4,5,5,2,4,1,2,4,6,5,3,3,3,3,3,3,6,4,4,3
"1589",1,5,4,6,4,4,3,4,3,4,1,4,5,6,5,4,4,4,5,6,4,4,6,5,3
"1590",4,4,4,6,1,5,5,5,4,2,4,3,4,5,2,5,6,4,4,3,4,6,3,5,4
"1591",5,6,6,6,6,4,4,4,4,5,2,3,4,6,5,4,3,2,2,2,5,4,4,6,4
"1592",2,5,5,4,6,5,4,5,2,4,5,3,4,5,3,2,4,2,2,1,4,1,3,4,2
"1593",2,6,6,6,5,4,4,5,3,5,5,2,4,4,5,2,4,3,5,5,4,6,4,4,3
"1594",1,5,6,6,6,2,5,6,1,1,3,2,3,6,6,2,4,2,3,3,5,2,3,2,3
"1595",1,6,5,4,4,6,2,4,1,2,4,5,3,4,6,5,5,6,5,6,5,2,3,5,4
"1596",3,2,4,6,5,5,4,5,1,2,1,2,4,6,4,4,5,2,2,4,5,2,4,5,2
"1597",1,6,6,6,4,4,5,5,4,5,6,4,4,4,5,2,4,4,4,2,4,4,4,6,3
"1598",3,4,5,6,5,5,5,5,1,1,6,4,4,4,4,4,1,2,2,2,4,3,3,2,2
"1599",5,1,6,5,5,5,1,5,1,4,4,1,5,6,5,1,1,1,1,1,5,1,6,1,1
"1600",1,5,5,5,5,5,4,5,2,1,1,5,4,5,4,1,4,2,1,1,5,3,4,5,2
"1601",1,6,5,6,5,4,4,3,4,2,1,2,4,5,3,4,5,5,5,6,6,1,5,4,2
"1602",2,6,4,6,2,4,6,4,3,6,2,4,3,5,5,6,6,6,5,6,3,4,4,5,1
"1603",3,5,5,5,4,6,5,6,1,1,1,1,6,6,6,5,5,5,4,2,6,1,6,5,1
"1604",1,6,4,6,6,5,4,5,1,1,6,1,3,4,6,1,1,1,1,4,6,2,4,4,2
"1605",3,4,5,6,3,3,5,3,1,4,6,6,3,1,2,5,5,6,5,4,3,2,2,6,3
"1606",1,5,5,6,5,5,6,4,1,4,1,1,5,6,5,4,4,4,3,2,4,4,6,5,2
"1607",2,5,6,5,5,4,4,6,1,3,4,2,4,3,4,3,4,1,2,1,5,2,4,5,2
"1608",6,5,6,6,6,6,4,3,5,1,1,1,6,6,5,1,3,2,2,3,6,3,6,5,3
"1609",3,3,5,6,4,3,4,3,4,4,3,3,4,4,4,4,4,4,4,4,4,1,4,3,3
"1610",4,5,6,6,6,4,5,1,3,4,5,5,4,6,4,2,2,3,4,4,5,6,5,6,1
"1611",4,4,4,5,6,6,6,6,2,4,1,3,3,6,5,5,5,3,3,1,5,5,5,5,1
"1612",3,6,6,6,6,6,6,5,1,1,2,1,6,6,6,2,2,2,1,2,5,2,5,2,1
"1613",2,6,6,6,4,3,5,4,3,4,1,3,3,6,4,3,2,4,4,4,3,1,5,4,4
"1614",2,5,5,3,5,5,4,5,3,4,2,3,4,4,4,5,4,3,2,5,6,3,5,5,2
"1615",2,6,5,6,6,4,5,5,1,3,1,1,6,5,5,1,2,1,1,1,6,2,5,6,2
"1616",1,6,6,6,6,2,6,1,6,1,4,4,6,6,6,6,5,6,6,5,6,1,6,6,2
"1617",2,5,5,6,6,5,5,5,4,6,2,2,5,6,5,4,5,3,3,4,6,3,3,4,3
"1618",2,5,2,6,2,6,6,6,2,3,5,6,2,1,3,6,6,6,6,6,6,1,5,6,1
"1619",4,4,4,6,5,6,5,3,1,1,5,1,1,4,6,1,1,1,1,4,6,1,6,1,2
"1620",5,5,5,6,5,4,5,3,4,3,2,6,3,5,4,4,3,3,2,4,4,3,4,3,3
"1621",1,6,6,6,6,6,3,4,2,5,2,2,3,6,4,3,4,4,3,4,4,4,4,4,3
"1622",3,4,4,4,4,4,4,4,3,3,4,4,4,5,4,1,3,3,4,1,3,3,3,4,4
"1623",1,6,6,5,6,6,5,6,1,1,5,5,4,5,6,1,1,1,4,1,6,5,5,5,1
"1624",5,5,6,6,2,5,5,4,3,4,1,2,5,6,3,3,4,4,3,3,5,4,4,4,4
"1625",2,5,5,6,6,4,6,3,1,2,4,1,3,6,4,2,5,3,1,6,6,1,3,4,2
"1626",2,6,6,6,5,5,4,5,3,1,2,2,5,5,5,4,4,4,4,3,6,4,4,4,3
"1627",2,5,4,4,5,5,2,4,4,4,4,6,2,5,3,3,4,2,4,2,4,2,4,5,3
"1628",1,6,6,6,6,5,6,5,1,1,1,1,6,6,6,2,1,4,6,4,6,4,6,6,3
"1629",2,3,6,5,5,3,2,2,3,6,2,5,2,5,3,1,4,1,5,3,6,4,5,6,3
"1630",5,6,6,6,6,6,6,5,1,1,1,1,6,6,6,1,1,1,2,1,6,1,6,6,1
"1631",3,5,5,5,5,6,6,2,1,1,2,1,5,6,6,4,4,2,1,1,6,1,6,1,1
"1632",1,6,4,6,5,4,4,3,1,1,5,4,2,4,4,3,3,1,2,5,5,1,3,5,2
"1633",1,6,5,6,5,4,3,4,5,5,2,5,1,4,2,1,1,1,4,2,4,5,2,5,2
"1634",2,6,6,6,6,5,5,5,4,1,5,4,5,6,5,2,2,4,1,4,1,5,5,6,5
"1635",1,5,5,5,5,5,5,4,1,2,3,1,4,5,5,2,2,2,1,3,5,3,5,5,1
"1636",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1637",1,6,6,6,5,4,4,4,1,2,4,1,5,6,5,3,4,4,3,4,4,2,6,6,2
"1638",1,5,5,6,5,6,5,5,1,1,2,5,2,4,3,4,5,4,2,5,2,4,3,6,3
"1639",2,4,2,5,2,5,5,5,1,4,6,6,2,2,5,3,4,3,5,2,4,4,1,5,2
"1640",3,5,5,6,5,5,5,5,4,2,2,4,4,2,4,4,4,5,4,2,5,4,4,5,2
"1641",5,5,3,5,2,5,6,6,1,2,5,6,4,4,4,5,5,6,5,2,6,1,1,6,6
"1642",2,6,5,6,5,4,4,4,2,5,5,1,5,5,3,2,2,3,5,1,6,3,5,3,5
"1643",1,4,6,5,4,4,5,4,3,4,2,6,2,2,2,4,5,4,3,3,5,4,6,6,1
"1644",2,5,5,6,5,4,2,4,4,2,1,6,4,6,5,2,4,1,1,2,4,2,4,4,3
"1645",3,5,5,4,5,5,4,5,1,2,2,3,6,5,4,2,2,4,2,2,5,3,4,4,2
"1646",2,3,5,1,5,5,2,3,4,5,6,5,1,2,2,2,2,1,2,1,3,5,2,4,3
"1647",2,6,3,6,2,6,6,6,1,1,6,6,4,3,1,1,3,3,3,6,3,5,5,2,5
"1648",2,4,3,3,3,5,4,4,4,5,6,5,2,5,2,2,5,5,4,4,4,2,4,6,2
"1649",1,6,6,6,5,5,5,4,1,2,1,2,5,6,5,2,2,2,2,2,5,2,5,4,2
"1650",1,6,6,6,5,6,5,5,1,1,1,5,5,6,6,1,1,2,2,1,6,2,5,5,2
"1651",5,6,6,6,6,6,5,6,1,3,1,1,6,6,5,1,2,3,1,1,5,2,6,4,2
"1652",1,5,6,6,5,6,6,5,1,1,2,4,5,6,6,4,5,4,4,2,6,2,5,5,3
"1653",2,5,1,6,6,6,6,5,1,2,1,1,6,6,6,1,2,1,1,1,6,1,5,6,1
"1654",1,6,4,6,6,6,6,6,1,4,1,4,4,6,4,5,4,4,4,3,6,2,3,5,4
"1655",2,5,5,6,6,6,4,5,3,1,1,3,5,6,5,4,5,5,3,1,4,5,5,5,5
"1656",3,5,5,5,3,5,5,6,2,2,4,4,4,3,5,5,4,4,4,4,5,4,3,4,4
"1657",2,4,6,4,6,5,4,6,3,4,4,2,5,5,4,5,5,5,3,3,4,6,4,4,4
"1658",6,1,6,6,5,4,1,1,4,4,1,1,6,6,6,6,4,3,4,1,6,1,6,5,1
"1659",2,5,5,4,5,5,6,4,1,4,1,4,4,5,5,2,2,2,2,1,4,2,5,5,2
"1660",4,5,4,5,5,4,3,5,4,5,1,3,4,6,4,2,4,2,1,4,3,4,4,5,2
"1661",2,6,6,6,1,5,6,6,1,4,1,1,6,6,6,4,6,4,1,1,6,1,6,6,1
"1662",3,4,3,6,3,4,4,4,2,1,5,4,2,3,3,3,3,3,4,4,3,1,3,3,4
"1663",2,5,5,3,4,4,5,6,1,1,2,2,3,3,4,3,4,2,4,1,3,2,4,5,3
"1664",4,6,6,6,6,4,2,2,4,3,5,1,5,6,6,5,6,4,2,5,6,4,5,5,1
"1665",1,6,6,6,6,5,5,4,2,1,2,2,4,5,5,1,1,1,4,6,6,1,6,6,3
"1666",2,4,4,5,4,4,5,2,4,3,6,5,4,1,5,4,3,5,4,4,6,3,4,6,4
"1667",1,6,6,6,6,6,6,5,1,1,1,4,5,6,6,1,1,1,2,4,6,4,5,5,5
"1668",2,5,5,2,4,5,6,5,2,4,3,4,5,5,3,5,4,6,2,4,5,4,6,6,2
"1669",5,2,6,4,6,4,3,4,4,5,1,2,4,6,5,5,5,4,2,3,3,5,5,3,4
"1670",3,6,4,6,5,6,5,4,2,1,1,1,4,5,5,1,3,2,2,2,3,1,4,6,3
"1671",1,6,6,6,6,6,5,4,5,4,2,5,5,2,1,6,5,5,5,6,6,2,5,6,2
"1672",1,6,5,6,4,6,6,6,4,2,5,4,4,5,5,3,2,4,4,5,4,2,3,5,2
"1673",2,5,5,5,4,3,5,5,3,2,5,2,4,3,5,3,3,3,4,2,4,3,3,5,4
"1674",2,6,5,6,6,5,6,6,1,6,6,5,1,2,1,1,1,5,5,4,3,6,5,6,1
"1675",1,5,1,5,5,6,5,5,3,6,1,6,1,3,6,5,2,6,6,2,5,1,4,5,2
"1676",5,1,3,5,2,6,4,4,6,1,5,1,3,5,3,3,5,4,6,6,3,3,2,5,2
"1677",1,6,6,6,6,3,6,6,1,2,3,1,5,6,6,1,3,2,5,4,5,3,6,6,3
"1678",1,6,6,6,6,6,6,5,1,1,1,1,5,5,6,1,1,1,5,1,6,1,5,6,1
"1679",4,4,2,2,2,5,6,1,4,6,4,2,2,5,5,4,4,6,5,5,5,1,5,5,2
"1680",4,6,5,5,4,5,6,1,5,5,5,3,4,4,6,6,6,6,6,6,5,1,6,5,3
"1681",5,5,5,6,5,5,5,4,4,4,5,5,5,4,4,4,4,5,4,5,4,3,4,5,5
"1682",5,4,2,3,4,5,6,5,2,1,4,5,2,2,6,4,5,6,4,4,6,1,5,6,2
"1683",1,6,6,6,5,6,5,6,1,1,4,1,4,5,6,1,2,2,3,1,5,2,6,6,2
"1684",1,6,6,6,6,6,2,5,2,1,1,1,5,6,5,2,2,4,1,4,6,1,6,6,2
"1685",2,5,4,2,5,1,1,3,4,5,2,4,2,2,4,3,2,1,3,2,5,4,4,5,2
"1686",1,5,5,5,6,6,5,4,1,1,4,2,2,6,5,5,6,5,4,4,4,1,6,6,1
"1687",2,5,5,6,5,5,4,4,2,5,2,2,5,5,3,2,3,3,2,5,4,2,4,5,2
"1688",2,4,6,6,6,5,2,4,2,5,1,1,6,6,6,5,6,5,5,5,6,2,6,6,1
"1689",1,6,6,6,6,4,4,3,4,6,3,4,6,6,5,2,6,5,6,5,6,1,6,6,2
"1690",1,6,6,5,6,5,4,5,1,2,2,1,6,6,5,2,3,1,2,2,5,1,6,5,2
"1691",4,4,5,5,5,1,3,2,4,6,1,4,6,2,6,4,6,4,5,1,5,1,6,6,1
"1692",1,4,5,6,6,6,6,6,1,1,5,1,6,6,5,1,1,1,6,1,6,1,6,2,5
"1693",2,4,5,3,4,5,5,5,1,1,3,2,5,4,6,2,2,2,2,1,6,2,4,4,2
"1694",1,5,6,1,4,4,1,5,2,5,1,4,1,5,4,3,4,4,6,5,2,3,4,4,3
"1695",2,5,2,4,2,4,5,4,2,3,6,4,1,1,2,1,1,1,5,1,6,2,1,4,1
"1696",4,4,2,2,2,2,4,2,3,6,2,4,4,2,4,4,4,2,2,2,6,1,6,2,2
"1697",1,6,6,5,6,6,5,5,1,1,4,4,6,3,5,4,4,2,2,2,6,2,4,6,2
"1698",1,4,4,5,4,4,4,4,1,2,3,4,4,4,4,3,4,3,3,4,4,3,4,4,4
"1699",3,5,6,6,6,4,5,5,3,4,4,4,4,5,5,5,6,6,4,6,4,4,5,5,2
"1700",2,6,6,6,6,6,6,6,4,1,6,4,6,5,5,1,2,1,3,2,6,2,6,4,4
"1701",4,5,5,6,5,4,2,5,5,6,1,1,5,6,5,3,4,5,3,4,4,6,3,5,4
"1702",2,6,4,6,5,4,5,6,2,4,4,5,4,5,5,4,5,4,2,5,5,3,4,6,3
"1703",2,6,5,5,6,5,5,6,2,2,2,2,5,5,6,2,3,2,2,5,5,5,5,6,2
"1704",1,5,5,6,5,6,5,5,2,2,2,3,4,5,4,1,2,2,2,1,4,3,4,3,2
"1705",2,5,6,6,6,5,5,6,2,1,2,3,5,5,5,2,2,4,4,2,6,3,6,4,3
"1706",2,6,6,4,5,6,2,5,4,1,1,1,6,6,6,4,3,2,2,1,6,2,5,6,2
"1707",2,4,4,4,5,6,2,5,4,1,1,1,5,6,6,4,6,2,2,2,6,2,5,6,2
"1708",6,6,4,5,4,4,4,6,3,5,6,4,4,5,3,4,4,5,5,3,3,3,3,5,4
"1709",4,1,6,6,5,3,5,6,5,4,4,2,5,6,1,2,2,5,4,4,5,4,4,5,5
"1710",6,3,3,6,6,6,6,6,1,1,1,3,6,6,5,1,5,2,1,1,4,5,4,4,4
"1711",1,6,6,6,5,4,4,4,2,3,3,3,4,5,3,1,2,2,2,2,5,2,4,5,3
"1712",3,5,5,5,5,5,4,5,2,2,3,4,4,5,3,3,3,4,3,5,4,2,3,5,2
"1713",2,4,5,6,5,4,2,5,4,5,1,4,4,5,5,2,4,2,4,3,6,1,6,6,1
"1714",1,5,5,6,5,5,4,2,3,2,1,2,3,6,5,2,4,4,2,2,4,3,4,4,2
"1715",2,5,5,4,5,4,4,5,2,2,2,2,5,6,6,5,5,5,4,3,5,5,5,6,4
"1716",4,5,5,5,3,5,5,4,1,1,6,5,4,3,4,3,2,2,2,5,5,2,3,3,1
"1717",2,5,5,4,6,5,3,6,2,4,4,2,3,1,4,1,1,1,3,2,6,4,4,6,2
"1718",1,5,5,6,6,6,6,5,2,2,1,5,5,6,6,1,2,4,2,5,5,3,5,5,5
"1719",1,5,6,6,4,6,5,5,2,4,5,3,4,5,3,1,2,4,3,2,5,2,5,6,1
"1720",1,6,6,6,6,4,4,4,1,1,4,4,4,4,4,3,3,4,4,1,6,1,4,5,1
"1721",4,4,4,5,4,3,1,2,5,5,4,5,3,2,3,4,4,5,5,6,6,1,5,6,2
"1722",2,2,3,2,2,5,4,4,2,2,3,5,4,1,3,2,4,2,4,2,5,1,4,6,1
"1723",2,6,5,6,4,5,4,4,4,6,1,3,3,4,4,2,2,4,6,1,3,3,5,6,2
"1724",1,6,6,6,6,6,5,5,1,1,3,5,4,6,3,2,4,4,2,5,4,4,4,6,2
"1725",1,4,4,3,4,2,3,3,3,5,4,4,4,4,4,2,2,1,3,1,6,2,4,6,4
"1726",2,5,5,5,5,5,5,4,1,2,2,2,4,5,5,2,3,3,2,2,4,3,4,4,4
"1727",3,5,4,2,2,4,4,5,1,2,3,3,5,4,6,3,4,4,3,3,6,2,5,6,1
"1728",4,5,5,5,6,5,2,5,1,2,6,2,2,6,5,5,6,5,3,1,4,4,2,5,4
"1729",2,4,4,5,4,5,5,4,2,2,4,5,3,4,4,2,2,2,2,3,4,5,4,4,3
"1730",2,5,4,6,4,4,3,6,1,2,4,4,2,5,1,1,4,1,2,1,5,5,4,6,1
"1731",2,6,6,6,6,4,5,4,1,1,1,2,4,6,5,1,3,1,1,2,5,3,5,5,5
"1732",1,6,5,6,6,2,5,6,1,2,2,4,5,4,4,1,2,1,2,4,3,4,2,6,4
"1733",1,6,4,3,5,5,3,4,4,4,4,4,4,5,3,1,3,5,4,4,5,1,5,6,1
"1734",1,5,5,5,6,4,4,4,2,4,1,2,4,6,2,2,2,3,2,5,3,2,5,4,2
"1735",2,5,6,6,6,4,5,3,1,2,3,1,4,6,1,5,4,2,6,5,6,1,5,6,2
"1736",1,5,5,4,4,5,2,4,2,6,2,3,2,3,2,3,4,5,5,2,6,1,4,5,4
"1737",4,4,4,4,2,5,5,3,2,5,3,4,2,2,4,4,5,4,4,3,5,1,5,5,1
"1738",4,3,2,3,4,5,4,4,3,4,5,2,2,3,3,1,1,1,1,1,6,1,6,6,1
"1739",1,5,3,4,5,5,5,5,2,3,4,2,3,5,5,1,2,1,2,1,4,6,3,4,4
"1740",5,3,2,5,3,6,6,4,1,6,6,6,2,1,3,4,6,5,6,6,4,6,2,6,1
"1741",1,6,6,6,6,5,4,4,2,3,4,2,6,6,6,2,1,4,1,1,6,1,5,5,3
"1742",3,5,5,6,5,3,4,3,2,4,1,3,4,5,4,2,2,1,2,2,4,4,5,4,2
"1743",5,5,6,6,5,5,4,5,2,2,4,5,4,2,3,6,5,5,3,1,5,6,4,6,4
"1744",1,6,5,6,5,4,4,5,2,3,4,2,3,5,2,1,1,1,1,3,4,3,4,5,2
"1745",3,4,4,4,4,5,5,4,4,4,5,5,3,3,4,3,4,4,4,4,3,1,4,5,3
"1746",2,5,5,4,3,3,2,4,3,2,6,6,2,2,3,2,2,2,3,1,6,2,5,5,3
"1747",2,6,5,6,4,2,3,3,4,5,3,4,3,4,2,3,5,4,4,4,3,5,3,6,4
"1748",2,5,5,4,3,4,4,4,4,5,1,3,4,3,5,5,5,5,4,2,6,2,5,4,1
"1749",4,6,4,6,5,4,6,5,3,2,4,4,4,5,4,2,3,4,4,2,4,1,4,5,3
"1750",1,5,5,6,5,4,5,6,2,3,3,4,4,5,4,2,2,2,1,4,4,4,4,3,3
"1751",3,5,5,3,5,6,4,4,3,5,5,4,3,2,4,2,3,4,5,2,3,3,5,5,2
"1752",1,6,6,6,5,6,6,5,1,2,2,5,5,5,5,2,5,4,2,4,5,2,5,5,2
"1753",5,6,6,6,5,6,6,6,2,4,4,2,5,5,6,3,4,4,3,4,5,2,6,5,2
"1754",1,5,4,4,4,6,4,5,1,2,6,4,1,2,2,1,1,1,5,1,4,1,5,5,2
"1755",1,6,6,6,5,5,6,5,1,2,1,1,4,5,5,1,2,1,1,2,4,1,4,6,1
"1756",2,6,1,6,5,4,6,5,2,3,2,3,5,1,4,4,4,2,3,2,4,4,5,6,2
"1757",1,6,6,6,5,6,5,6,2,4,1,2,5,5,6,4,4,4,4,4,5,3,5,5,2
"1758",3,4,6,6,6,3,3,2,3,3,1,1,5,6,4,4,4,3,2,5,5,4,6,4,2
"1759",2,5,4,6,5,5,5,5,2,2,2,2,5,5,5,2,3,5,5,4,5,2,6,5,1
"1760",1,6,5,1,5,3,2,2,4,6,5,5,3,4,5,2,4,4,5,2,4,4,3,6,1
"1761",2,5,4,6,4,4,4,3,3,3,4,5,3,4,3,2,3,4,5,3,4,2,4,5,2
"1762",1,6,6,6,5,4,4,4,3,1,3,3,5,5,5,3,3,1,1,2,5,3,5,4,2
"1763",3,5,2,4,5,6,1,6,3,2,2,2,2,6,5,1,6,1,1,6,5,2,6,5,2
"1764",1,6,5,6,4,6,6,6,1,2,4,6,2,1,5,5,6,6,4,6,4,4,2,5,2
"1765",4,4,5,3,4,4,6,5,2,3,3,4,5,5,5,6,6,5,6,6,6,1,6,6,2
"1766",5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,4,4,3,4,2,5,5,4,4,5
"1767",1,5,6,6,6,5,5,5,1,3,2,1,6,6,6,1,1,1,1,1,6,1,6,6,1
"1768",1,5,6,5,5,2,6,3,1,5,2,3,5,4,4,1,2,1,2,1,4,2,5,6,2
"1769",2,3,4,4,4,3,3,3,3,3,4,2,5,3,4,1,2,3,2,1,6,2,5,5,2
"1770",1,6,5,6,6,4,3,4,3,5,2,4,4,5,3,3,3,1,3,2,5,4,3,6,2
"1771",2,5,5,5,5,4,3,5,2,4,3,4,3,5,4,3,4,1,3,4,4,2,3,5,2
"1772",3,5,5,6,4,4,4,4,2,4,2,3,4,5,5,1,3,2,2,3,4,1,3,4,4
"1773",1,6,5,6,5,5,5,4,3,3,1,2,4,6,5,1,2,2,2,2,5,4,5,6,3
"1774",4,4,5,4,4,6,6,1,4,6,2,5,4,1,2,5,5,3,6,5,5,1,6,6,1
"1775",1,6,4,6,4,5,6,6,2,2,4,4,5,4,6,2,5,1,2,1,6,1,6,5,2
"1776",5,6,6,6,5,5,4,3,3,4,4,5,4,6,3,1,2,5,2,2,5,3,5,6,2
"1777",3,5,5,6,6,6,5,6,2,1,1,1,4,6,5,2,2,1,1,2,5,3,4,5,3
"1778",2,6,5,6,5,5,5,5,2,4,3,6,4,3,5,3,5,5,4,6,4,4,3,6,5
"1779",3,6,5,6,5,4,5,5,4,3,5,4,4,5,3,2,3,5,4,2,4,4,4,3,3
"1780",2,5,4,4,4,3,2,4,2,4,2,3,4,5,5,3,4,4,4,3,6,1,6,6,1
"1781",1,5,6,4,6,5,5,4,2,5,2,4,5,4,6,2,2,2,5,1,6,2,6,6,1
"1782",2,5,4,6,5,4,4,4,2,3,2,3,5,5,5,2,2,2,2,3,4,3,4,4,3
"1783",4,4,2,5,2,5,4,6,1,1,5,4,2,3,5,6,1,5,4,3,6,2,4,5,2
"1784",1,6,6,5,5,2,1,2,5,5,1,2,5,5,4,1,3,3,3,4,6,1,6,6,1
"1785",2,5,4,5,3,4,4,4,2,2,3,3,3,3,5,5,5,5,5,5,5,3,3,5,3
"1786",1,6,6,6,5,4,2,2,4,4,2,1,4,6,5,2,3,2,1,2,6,2,5,5,1
"1787",4,6,4,6,4,3,6,4,1,3,2,4,4,3,5,3,5,5,4,4,6,1,6,5,2
"1788",1,6,6,6,6,5,6,6,1,1,6,4,1,4,1,1,1,1,2,6,5,4,4,1,6
"1789",2,5,6,6,6,3,6,3,3,4,1,1,3,6,6,3,4,3,1,3,6,2,6,5,2
"1790",1,6,6,6,6,1,1,5,2,6,1,1,1,6,6,1,1,1,1,1,6,1,6,6,1
"1791",2,5,5,6,4,5,4,2,3,4,4,2,4,5,5,1,2,2,2,1,4,2,5,4,2
"1792",2,5,5,6,4,5,4,2,3,3,4,2,4,5,5,1,2,2,2,1,4,2,5,4,2
"1793",2,5,5,6,4,5,5,2,2,3,4,2,4,5,5,1,2,2,2,1,4,2,5,4,2
"1794",2,5,5,6,5,5,6,2,3,3,4,2,6,4,2,3,3,5,6,2,6,3,6,6,1
"1795",4,6,5,4,5,2,5,4,3,2,4,2,3,5,5,5,4,1,4,2,6,4,5,5,2
"1796",6,2,5,2,2,4,2,2,4,3,6,6,2,1,4,1,2,2,1,1,6,1,5,6,3
"1797",2,3,4,3,4,6,5,4,2,2,3,2,5,3,6,4,4,3,2,1,6,1,6,4,1
"1798",3,5,4,5,2,4,5,2,3,2,4,2,4,4,6,3,4,4,2,2,5,3,4,4,3
"1799",1,6,5,1,3,6,6,5,1,4,1,6,4,5,6,1,5,1,6,5,6,3,5,6,2
"1800",2,5,4,5,4,4,4,4,3,4,2,4,4,5,3,4,4,4,4,3,4,2,5,5,2
"1801",3,6,5,4,5,4,3,5,2,3,1,3,4,4,6,4,4,4,3,4,5,5,6,4,2
"1802",6,5,5,3,3,5,4,4,1,3,6,4,3,2,2,1,3,4,5,3,5,2,4,5,1
"1803",1,4,4,2,2,4,3,4,4,6,4,5,2,1,2,5,5,5,5,4,5,3,5,6,2
"1804",1,6,6,4,4,5,5,5,2,4,4,4,4,4,4,3,4,3,3,3,6,1,5,6,1
"1805",2,6,4,5,4,6,6,6,3,1,4,1,4,5,5,2,2,1,1,2,6,1,6,5,2
"1806",2,5,6,6,5,6,6,5,1,1,4,1,5,6,5,2,2,2,1,2,6,3,6,5,4
"1807",3,6,6,3,5,6,5,4,1,1,1,1,6,5,6,3,4,2,1,1,6,1,6,2,2
"1808",2,3,4,2,3,3,5,4,4,6,6,4,2,2,4,4,5,5,5,2,5,3,5,5,1
"1809",5,5,6,6,5,5,6,4,2,3,1,2,5,6,6,4,4,4,3,4,4,4,5,4,2
"1810",4,4,5,4,5,3,3,3,4,4,6,2,4,5,4,3,4,5,3,2,3,4,3,4,4
"1811",1,5,5,6,4,4,4,5,2,1,3,3,4,4,4,2,2,5,2,3,5,3,4,5,2
"1812",3,5,4,6,4,5,5,5,2,2,4,4,4,4,4,3,3,2,4,2,5,2,4,6,3
"1813",1,6,5,6,5,5,5,5,1,1,6,4,4,5,5,1,4,4,1,2,5,1,5,6,1
"1814",2,2,5,5,5,5,5,5,2,2,2,2,5,5,4,2,2,2,2,2,4,4,4,4,3
"1815",1,6,6,6,6,5,6,6,2,3,1,2,4,5,5,5,4,5,3,2,4,3,4,5,2
"1816",4,5,5,6,6,5,2,5,2,3,1,1,5,5,4,2,2,4,1,1,4,3,3,2,2
"1817",1,5,5,5,6,1,2,5,5,6,2,1,4,3,1,1,1,1,2,1,5,5,2,2,1
